Keyword1,Keyword2,Weight
Face recognition,Pediatrics,1
Hospitals,Pain,1
Hospitals,Pediatrics,1
Pain,Pediatrics,2
Feature extraction,Games,8
Feature extraction,Shape,3
Feature extraction,Signal to noise ratio,1
Feature extraction,Transient analysis,1
Functional magnetic resonance imaging,Games,1
Functional magnetic resonance imaging,Shape,1
Functional magnetic resonance imaging,Signal to noise ratio,1
Functional magnetic resonance imaging,Task analysis,1
Functional magnetic resonance imaging,Transient analysis,1
Games,Shape,2
Games,Signal to noise ratio,1
Games,Transient analysis,1
Shape,Signal to noise ratio,1
Shape,Transient analysis,1
Signal to noise ratio,Task analysis,1
Signal to noise ratio,Transient analysis,1
Task analysis,Transient analysis,1
Decoding,Drones,1
Decoding,Electroencephalography,1
Decoding,Manuals,1
Decoding,Protocols,1
Decoding,Trajectory,1
Drones,Electroencephalography,1
Drones,Manuals,1
Drones,Protocols,1
Drones,Trajectory,1
Electroencephalography,Protocols,2
Electroencephalography,Trajectory,1
Manuals,Protocols,1
Manuals,Trajectory,1
Protocols,Trajectory,1
Blogs,Mental disorders,1
Depression,Mental disorders,1
Linguistics,Mental disorders,1
Mental disorders,Mental health,1
Mental disorders,Social networking (online),1
Mental disorders,Task analysis,1
Mental health,Task analysis,1
Feature extraction,Text mining,1
Feature extraction,Text recognition,2
Feature extraction,Writing,3
Physiology,Text mining,1
Physiology,Text recognition,1
Physiology,Tools,2
Physiology,Writing,1
Psychology,Text mining,1
Psychology,Text recognition,1
Psychology,Tools,2
Psychology,Writing,1
Text mining,Text recognition,1
Text mining,Tools,1
Text mining,Writing,1
Text recognition,Tools,1
Text recognition,Writing,1
Tools,Writing,1
Activity recognition,Computer architecture,1
Activity recognition,Computer vision,1
Activity recognition,Encoding,1
Activity recognition,Machine learning,1
Activity recognition,Meteorology,1
Activity recognition,Videos,1
Computer architecture,Computer vision,3
Computer architecture,Encoding,1
Computer architecture,Machine learning,3
Computer architecture,Meteorology,1
Computer vision,Encoding,1
Computer vision,Machine learning,2
Computer vision,Meteorology,1
Encoding,Machine learning,4
Encoding,Meteorology,1
Encoding,Videos,5
Machine learning,Meteorology,1
Machine learning,Videos,5
Meteorology,Videos,1
Adaptation models,Fuzzy logic,1
Adaptation models,Mood,1
Adaptation models,Proposals,1
Brain modeling,Fuzzy logic,1
Brain modeling,Mood,3
Brain modeling,Proposals,1
Computational modeling,Fuzzy logic,1
Computational modeling,Proposals,3
Emotion recognition,Fuzzy logic,1
Emotion recognition,Proposals,2
Fuzzy logic,Mood,1
Fuzzy logic,Proposals,1
Mood,Proposals,1
Brain modeling,Time-frequency analysis,3
Brain modeling,Uncertainty,2
Electrodes,Time-frequency analysis,2
Electrodes,Uncertainty,1
Electroencephalography,Time-frequency analysis,6
Electroencephalography,Uncertainty,1
Emotion recognition,Time-frequency analysis,7
Feature extraction,Time-frequency analysis,9
Time-frequency analysis,Uncertainty,1
Computational modeling,Depression,2
Computer architecture,Depression,1
Computer architecture,Solid modeling,1
Computer architecture,Three-dimensional displays,1
Depression,Solid modeling,1
Emotion recognition,Optical imaging,2
Entropy,Face recognition,1
Entropy,Observers,1
Entropy,Optical imaging,1
Entropy,Videos,1
Entropy,Visualization,1
Face recognition,Observers,3
Observers,Optical imaging,1
Observers,Visualization,5
Optical imaging,Videos,1
Optical imaging,Visualization,2
Brain modeling,Fuzzy neural networks,1
Brain modeling,Games,1
Brain modeling,Neural networks,1
Convolution,Fuzzy neural networks,1
Convolution,Games,1
Convolution,Neural networks,1
Electroencephalography,Fuzzy neural networks,1
Electroencephalography,Games,5
Electroencephalography,Neural networks,1
Emotion recognition,Fuzzy neural networks,1
Fuzzy neural networks,Games,1
Fuzzy neural networks,Neural networks,1
Games,Neural networks,2
Affective computing,Cancer,1
Affective computing,Medical services,2
Affective computing,Prognostics and health management,1
Affective computing,Trajectory,2
Cancer,History,1
Cancer,Medical services,1
Cancer,Prognostics and health management,1
Cancer,Training,1
Cancer,Trajectory,1
History,Medical services,1
History,Prognostics and health management,1
History,Training,1
History,Trajectory,1
Medical services,Prognostics and health management,1
Medical services,Training,1
Medical services,Trajectory,1
Prognostics and health management,Training,1
Prognostics and health management,Trajectory,1
Correlation,Mathematical model,2
Correlation,Prediction algorithms,1
Correlation,Visualization,8
Feature extraction,Mathematical model,2
Mathematical model,Prediction algorithms,1
Mathematical model,Semantics,3
Mathematical model,Task analysis,3
Mathematical model,Visualization,1
Prediction algorithms,Semantics,1
Prediction algorithms,Task analysis,1
Prediction algorithms,Visualization,1
Atmospheric measurements,Current measurement,2
Atmospheric measurements,Electroencephalography,3
Atmospheric measurements,Organizations,1
Current measurement,Electroencephalography,1
Current measurement,Heart rate,2
Current measurement,Organizations,1
Electroencephalography,Heart rate,2
Electroencephalography,Organizations,1
Electroencephalography,Particle measurements,2
Heart rate,Organizations,1
Organizations,Particle measurements,1
Organizations,Physiology,1
Complexity theory,Delays,1
Complexity theory,Diseases,1
Complexity theory,Entropy,1
Complexity theory,Heart rate variability,1
Complexity theory,Time-frequency analysis,1
Delays,Diseases,1
Delays,Entropy,1
Delays,Heart rate variability,1
Delays,Time-frequency analysis,1
Diseases,Entropy,1
Diseases,Heart rate variability,1
Diseases,Time-frequency analysis,1
Entropy,Heart rate variability,1
Entropy,Time-frequency analysis,1
Heart rate variability,Time-frequency analysis,1
Affordances,Appraisal,1
Affordances,Ethics,1
Affordances,Games,1
Affordances,Legged locomotion,1
Affordances,Robots,1
Affordances,Silicon,1
Appraisal,Ethics,1
Appraisal,Legged locomotion,1
Appraisal,Robots,1
Appraisal,Silicon,1
Ethics,Legged locomotion,1
Ethics,Robots,6
Ethics,Silicon,1
Games,Legged locomotion,1
Games,Robots,2
Games,Silicon,1
Legged locomotion,Robots,1
Legged locomotion,Silicon,1
Robots,Silicon,1
Licenses,Media,1
Licenses,Mood,1
Licenses,Sentiment analysis,1
Licenses,Systematics,1
Licenses,Visualization,1
Media,Sentiment analysis,1
Media,Systematics,1
Media,Visualization,2
Mood,Sentiment analysis,3
Mood,Systematics,1
Mood,Visualization,3
Sentiment analysis,Systematics,1
Systematics,Visualization,1
Bit error rate,Decoding,1
Bit error rate,Earth Observing System,1
Bit error rate,Emotional responses,1
Bit error rate,Testing,1
Decoding,Earth Observing System,1
Decoding,Emotional responses,1
Decoding,Semantics,2
Decoding,Testing,1
Decoding,Training,2
Earth Observing System,Emotional responses,1
Earth Observing System,Semantics,1
Earth Observing System,Testing,1
Earth Observing System,Training,1
Emotional responses,Semantics,1
Emotional responses,Testing,1
Emotional responses,Training,1
Semantics,Testing,2
Brain modeling,Gallium nitride,1
Brain modeling,Psychology,4
Electroencephalography,Gallium nitride,1
Electroencephalography,Psychology,9
Electroencephalography,Visualization,6
Faces,Gallium nitride,1
Faces,Psychology,2
Gallium nitride,Generative adversarial networks,2
Gallium nitride,Psychology,1
Gallium nitride,Visualization,1
Generative adversarial networks,Psychology,1
Generative adversarial networks,Visualization,2
Feature extraction,Instruments,2
Feature extraction,Mice,2
Feature extraction,Stress measurement,1
Instruments,Keyboards,1
Instruments,Mice,1
Instruments,Stress,1
Instruments,Stress measurement,1
Instruments,Task analysis,1
Keyboards,Mice,1
Keyboards,Stress,1
Keyboards,Stress measurement,1
Keyboards,Task analysis,1
Mice,Stress,1
Mice,Stress measurement,1
Mice,Task analysis,2
Stress,Stress measurement,7
Stress measurement,Task analysis,1
Emotion recognition,Geometry,1
Face recognition,Geometry,2
Faces,Geometry,1
Faces,Target recognition,1
Feature extraction,Geometry,2
Geometry,Semantics,1
Geometry,Target recognition,1
Semantics,Target recognition,1
Analytical models,Databases,3
Analytical models,Face recognition,2
Analytical models,Image edge detection,1
Convolutional neural networks,Image edge detection,1
Databases,Image edge detection,1
Face recognition,Image edge detection,3
Feature extraction,Image edge detection,3
Brain modeling,Redundancy,1
Electrodes,Redundancy,1
Electroencephalography,Redundancy,1
Emotion recognition,Redundancy,1
Correlation,Data models,3
Correlation,Linguistics,3
Correlation,Predictive models,5
Correlation,Sensors,3
Correlation,Stress,1
Data models,Linguistics,1
Data models,Social networking (online),1
Data models,Stress,2
Linguistics,Predictive models,2
Linguistics,Sensors,1
Linguistics,Stress,1
Predictive models,Sensors,2
Predictive models,Stress,3
Sensors,Social networking (online),1
Sensors,Stress,5
Social networking (online),Stress,1
Annotations,Predictive models,3
Annotations,Support vector machines,1
Annotations,Syntactics,1
Annotations,Training data,1
Data models,Syntactics,1
Predictive models,Syntactics,1
Predictive models,Uncertainty,2
Support vector machines,Syntactics,1
Support vector machines,Training data,3
Support vector machines,Uncertainty,1
Syntactics,Training data,1
Syntactics,Uncertainty,1
Training data,Uncertainty,1
Computer science,Games,2
Computer science,Haptic interfaces,1
Computer science,Libraries,1
Computer science,Mobile handsets,1
Computer science,Physiology,2
Computer science,Virtual reality,1
Games,Haptic interfaces,2
Games,Libraries,2
Games,Mobile handsets,1
Games,Virtual reality,4
Haptic interfaces,Libraries,1
Haptic interfaces,Mobile handsets,1
Haptic interfaces,Physiology,4
Haptic interfaces,Virtual reality,1
Libraries,Mobile handsets,1
Libraries,Physiology,1
Libraries,Virtual reality,1
Mobile handsets,Physiology,1
Mobile handsets,Virtual reality,1
Physiology,Virtual reality,6
Animation,Encoding,1
Animation,Haptic interfaces,1
Animation,History,1
Animation,Prototypes,1
Animation,Vibrations,1
Emotion recognition,Haptic interfaces,3
Emotion recognition,History,1
Emotion recognition,Vibrations,2
Encoding,Haptic interfaces,1
Encoding,History,1
Encoding,Prototypes,1
Encoding,Vibrations,1
Haptic interfaces,History,1
Haptic interfaces,Prototypes,1
Haptic interfaces,Vibrations,4
History,Prototypes,1
History,Vibrations,1
Prototypes,Vibrations,1
Computational modeling,Interviews,2
Computational modeling,Mental health,1
Computer architecture,Interviews,1
Computer architecture,Mental health,1
Computer architecture,Reinforcement learning,1
Feature extraction,Reinforcement learning,1
Interviews,Mental health,1
Interviews,Reinforcement learning,1
Mental health,Reinforcement learning,1
Reinforcement learning,Visualization,2
Computers,Decoding,1
Computers,Recurrent neural networks,1
Computers,Semantics,1
Computers,Syntactics,1
Computers,Task analysis,2
Computers,Training,1
Decoding,Recurrent neural networks,1
Decoding,Syntactics,2
Recurrent neural networks,Semantics,2
Recurrent neural networks,Syntactics,2
Recurrent neural networks,Training,3
Emotion recognition,Intelligent vehicles,1
Emotion recognition,Safety,1
Emotion recognition,Vehicle dynamics,1
Intelligent vehicles,Physiology,1
Intelligent vehicles,Safety,1
Intelligent vehicles,Solid modeling,1
Intelligent vehicles,Task analysis,1
Intelligent vehicles,Vehicle dynamics,1
Physiology,Vehicle dynamics,1
Safety,Solid modeling,1
Safety,Vehicle dynamics,1
Solid modeling,Vehicle dynamics,1
Task analysis,Vehicle dynamics,1
Atmospheric measurements,Feature extraction,2
Atmospheric measurements,Psychology,8
Atmospheric measurements,Stress,1
Feature extraction,Particle measurements,1
Particle measurements,Psychology,7
Particle measurements,Stress,1
Computational modeling,Protocols,2
Computational modeling,Stress,4
Feature extraction,Protocols,7
Physiology,Protocols,4
Protocols,Psychology,2
Protocols,Stress,2
Computational modeling,Fabrics,1
Computational modeling,Glass,2
Computational modeling,Haptic interfaces,2
Computational modeling,Multimedia Web sites,1
Fabrics,Glass,1
Fabrics,Haptic interfaces,1
Fabrics,Multimedia Web sites,1
Fabrics,Task analysis,1
Fabrics,Visualization,1
Glass,Haptic interfaces,1
Glass,Multimedia Web sites,1
Glass,Task analysis,1
Glass,Visualization,1
Haptic interfaces,Multimedia Web sites,1
Haptic interfaces,Task analysis,1
Haptic interfaces,Visualization,3
Multimedia Web sites,Task analysis,1
Affective computing,Autism,2
Affective computing,Histograms,1
Autism,Faces,1
Autism,Feature extraction,5
Autism,Histograms,1
Cameras,Faces,1
Cameras,Histograms,1
Faces,Histograms,2
Affective computing,Human computer interaction,1
Affective computing,Natural language processing,1
Affective computing,Oral communication,1
Affective computing,Real-time systems,2
Affective computing,Trust computing,1
Artificial intelligence,Human computer interaction,1
Artificial intelligence,Natural language processing,1
Artificial intelligence,Oral communication,1
Artificial intelligence,Real-time systems,1
Artificial intelligence,Speech recognition,1
Artificial intelligence,Training data,1
Artificial intelligence,Trust computing,1
Emotion recognition,Human computer interaction,5
Emotion recognition,Real-time systems,4
Emotion recognition,Trust computing,1
Human computer interaction,Natural language processing,1
Human computer interaction,Oral communication,1
Human computer interaction,Real-time systems,1
Human computer interaction,Special issues and sections,1
Human computer interaction,Speech recognition,1
Human computer interaction,Training data,2
Human computer interaction,Trust computing,1
Natural language processing,Oral communication,1
Natural language processing,Real-time systems,1
Natural language processing,Special issues and sections,1
Natural language processing,Speech recognition,1
